spell	freq
얻지	0.0000267
개혁	0.0000267
진출을	0.0000267
B.	0.0000267
대거	0.0000267
종은	0.0000267
자격으로	0.0000267
히로시	0.0000267
확실히	0.0000266
정치적인	0.0000266
벌인	0.0000266
말기에	0.0000266
결혼하였다.	0.0000266
1995	0.0000266
기회가	0.0000266
행사를	0.0000266
10개	0.0000266
인종	0.0000266
설명하는	0.0000266
1학년	0.0000266
접근	0.0000266
최신	0.0000266
1901년	0.0000266
방식이	0.0000266
차기	0.0000266
평안북도	0.0000266
피에르	0.0000266
중대한	0.0000266
언니	0.0000266
득표율	0.0000266
굵은	0.0000266
중앙대학교	0.0000266
2.0	0.0000266
(출연	0.0000266
존재	0.0000265
4일에	0.0000265
부근에	0.0000265
전통을	0.0000265
al.	0.0000265
가족의	0.0000265
9.	0.0000265
서울의	0.0000265
스테이지	0.0000265
탑	0.0000265
귀국	0.0000265
지휘	0.0000265
대사	0.0000265
정말	0.0000265
세상	0.0000265
얻고	0.0000265
예수의	0.0000265
)의	0.0000265
훈장	0.0000265
신장	0.0000265
근처	0.0000265
성능을	0.0000265
착공	0.0000265
대폭	0.0000265
2nd	0.0000265
있어서,	0.0000265
la	0.0000265
실시하고	0.0000264
30년	0.0000264
개발되었다.	0.0000264
기사를	0.0000264
피하기	0.0000264
석유	0.0000264
획득한	0.0000264
원장	0.0000264
5회	0.0000264
끊임없이	0.0000264
천황이	0.0000264
《뮤직뱅크》	0.0000264
없었기	0.0000264
우승하였다.	0.0000263
스타디움	0.0000263
중단되었다.	0.0000263
본부	0.0000263
결혼했다.	0.0000263
때에도	0.0000263
성모	0.0000263
의무를	0.0000263
49	0.0000263
일어나자	0.0000263
되었으나	0.0000263
후보에	0.0000263
코드를	0.0000263
로드	0.0000263
블라디미르	0.0000263
OF	0.0000263
스카이	0.0000263
1899년	0.0000263
장애인	0.0000263
평범한	0.0000263
원인을	0.0000263
배웠다.	0.0000263
얻는다.	0.0000263
인접한	0.0000262
환경에	0.0000262
29일)	0.0000262
수영	0.0000262
전환	0.0000262
잃었다.	0.0000262
의회의	0.0000262
다룬다.	0.0000262
똑같은	0.0000262
긴테쓰	0.0000262
건국	0.0000262
주석	0.0000262
방어	0.0000262
벼슬을	0.0000262
졸업식(졸업생	0.0000262
한큐	0.0000262
회의를	0.0000262
성에	0.0000262
질량이	0.0000262
승격해	0.0000262
동쪽은	0.0000262
기타,	0.0000261
나타낼	0.0000261
스스로를	0.0000261
전력을	0.0000261
연구학교	0.0000261
가지의	0.0000261
더이상	0.0000261
있습니다.	0.0000261
입을	0.0000261
과의	0.0000261
여기에는	0.0000261
대량	0.0000261
앙리	0.0000261
밖에도	0.0000261
아래에서	0.0000261
섬,	0.0000261
아예	0.0000261
바티칸	0.0000261
명에	0.0000261
다양하다.	0.0000261
만났다.	0.0000261
점수	0.0000261
확인되었다.	0.0000260
연고로	0.0000260
갈등을	0.0000260
관료	0.0000260
등장했다.	0.0000260
북쪽의	0.0000260
친일반민족행위진상규명위원회가	0.0000260
촌	0.0000260
발매일:	0.0000260
기초를	0.0000260
예비	0.0000260
불가능한	0.0000260
딸인	0.0000260
낳은	0.0000260
중기의	0.0000260
범죄	0.0000260
자기의	0.0000260
평안남도	0.0000260
와중에	0.0000260
팀인	0.0000260
산맥	0.0000260
개념이	0.0000260
당연히	0.0000260
온도가	0.0000260
노래는	0.0000259
본인의	0.0000259
참여하고	0.0000259
하나,	0.0000259
득점을	0.0000259
연기를	0.0000259
시속	0.0000259
병으로	0.0000259
7개의	0.0000259
두루	0.0000259
존재하고	0.0000259
비주얼	0.0000259
선택할	0.0000259
위협을	0.0000259
세력의	0.0000259
자리잡고	0.0000259
털이	0.0000259
포켓몬	0.0000259
현장	0.0000258
더욱이	0.0000258
아테네	0.0000258
캠프	0.0000258
53	0.0000258
실력을	0.0000258
데뷔를	0.0000258
활약한	0.0000258
영역	0.0000258
표현을	0.0000258
3명의	0.0000258
형식	0.0000258
고성군	0.0000258
의미는	0.0000258
벌어졌다.	0.0000258
정권의	0.0000258
왕을	0.0000258
정치를	0.0000258
제6대	0.0000258
북쪽은	0.0000258
시장에	0.0000258
의미에서	0.0000258
남쪽의	0.0000258
정도를	0.0000258
말,	0.0000257
현재도	0.0000257
관할하는	0.0000257
아버지인	0.0000257
변화에	0.0000257
생애	0.0000257
다음을	0.0000257
우수상	0.0000257
나머지는	0.0000257
(2)	0.0000257
내리는	0.0000257
범위	0.0000257
노	0.0000257
다니는	0.0000257
피해가	0.0000257
26일)	0.0000257
두는	0.0000257
플레이어는	0.0000257
정상	0.0000256
세력	0.0000256
케빈	0.0000256
대회이다.	0.0000256
민족문제연구소의	0.0000256
부동산	0.0000256
연맹	0.0000256
출시한	0.0000256
용어를	0.0000256
인간을	0.0000256
선보였다.	0.0000256
여성이	0.0000256
복귀하였다.	0.0000256
새겨져	0.0000256
정보가	0.0000256
프로야구	0.0000256
성과	0.0000256
국제적인	0.0000256
그쳤다.	0.0000255
지구에	0.0000255
영업을	0.0000255
2TV	0.0000255
안토니오	0.0000255
나중에는	0.0000255
본질적	0.0000255
체코	0.0000255
School	0.0000255
디자인을	0.0000255
이론	0.0000255
시리아	0.0000255
영향이	0.0000255
샌프란시스코	0.0000255
색	0.0000255
재임	0.0000255
3가지	0.0000255
송신소	0.0000255
크리스토퍼	0.0000255
On	0.0000255
세상의	0.0000255
이론에	0.0000255
글씨는	0.0000255
VS	0.0000255
홀	0.0000255
메시지를	0.0000255
본래의	0.0000254
02	0.0000254
정도였다.	0.0000254
짓고	0.0000254
2학년	0.0000254
삼남	0.0000254
입장에서	0.0000254
행사	0.0000254
확인	0.0000254
사랑과	0.0000254
단어를	0.0000254
것보다	0.0000254
사용될	0.0000254
전하는	0.0000254
아오모리	0.0000254
13년	0.0000254
압력을	0.0000254
대장	0.0000254
일하는	0.0000254
올바른	0.0000254
구축	0.0000254
고문	0.0000254
1903년	0.0000254
부유한	0.0000254
되었다는	0.0000254
제7회	0.0000254
밝힌	0.0000254
제목의	0.0000253
프로그램에	0.0000253
선수의	0.0000253
난카이	0.0000253
없었고,	0.0000253
구역	0.0000253
칠레	0.0000253
표현하는	0.0000253
혼인	0.0000253
발생하여	0.0000253
오피스	0.0000253
도야마	0.0000253
나올	0.0000253
팀으로	0.0000253
것으로서	0.0000253
하자.	0.0000253
가문	0.0000253
For	0.0000253
진행되고	0.0000253
1998년에	0.0000253
남녀	0.0000253
적다.	0.0000253
사령관	0.0000253
난다.	0.0000253
소재의	0.0000253
교통의	0.0000253
곳	0.0000253
아티스트	0.0000252
향하는	0.0000252
산의	0.0000252
비율이	0.0000252
30일)	0.0000252
전체에	0.0000252
54	0.0000252
6개월	0.0000252
교류	0.0000252
4집	0.0000252
영화로	0.0000252
플레이스테이션	0.0000252
15년	0.0000252
청와대	0.0000252
발견하였다.	0.0000252
금융	0.0000252
강에	0.0000252
집합	0.0000252
영화)	0.0000252
2006.	0.0000252
이노우에	0.0000252
경찰의	0.0000252
국내외	0.0000252
결정하는	0.0000252
문화가	0.0000252
트리플	0.0000252
씨의	0.0000252
1994	0.0000252
중요	0.0000252
노선이다.	0.0000252
BBC	0.0000252
결정되었다.	0.0000252
적지	0.0000252
직업	0.0000252
언어는	0.0000252
시()는	0.0000252
들을	0.0000251
사라진	0.0000251
W	0.0000251
들면,	0.0000251
8개의	0.0000251
단위	0.0000251
호조	0.0000251
사회에서	0.0000251
작용을	0.0000251
작고	0.0000251
프로젝트를	0.0000251
구장	0.0000251
부근에서	0.0000251
1902년	0.0000251
시행	0.0000251
중지	0.0000251
토지를	0.0000251
알렸다.	0.0000251
소재	0.0000251
범위를	0.0000251
물러났다.	0.0000251
승인	0.0000251
학자들은	0.0000251
알지	0.0000251
능력	0.0000251
Is	0.0000251
사라졌다.	0.0000251
오노	0.0000251
질	0.0000251
그날	0.0000251
정권이	0.0000251
11시	0.0000251
자전거	0.0000251
기본으로	0.0000251
자치구	0.0000250
본인이	0.0000250
제국을	0.0000250
의원이	0.0000250
10만	0.0000250
하인리히	0.0000250
평소	0.0000250
정비	0.0000250
전사	0.0000250
수행할	0.0000250
공간의	0.0000250
여덟	0.0000250
장거리	0.0000250
헌법에	0.0000250
”라고	0.0000250
수록되었다.	0.0000250
아르헨티나의	0.0000250
섬에서	0.0000250
해체	0.0000250
폭	0.0000250
먹이를	0.0000250
보스니아	0.0000249
전시	0.0000249
04	0.0000249
1시간	0.0000249
대만	0.0000249
유키	0.0000249
시이다.	0.0000249
시설관리자는	0.0000249
밴드의	0.0000249
일대를	0.0000249
각국의	0.0000249
불리며	0.0000249
기념물	0.0000249
위치는	0.0000249
뒤에도	0.0000249
(2001년	0.0000249
급제하여	0.0000249
평생	0.0000248
가마쿠라	0.0000248
시기를	0.0000248
강,	0.0000248
중심기압	0.0000248
개통과	0.0000248
뚜렷한	0.0000248
필름	0.0000248
소속이다.	0.0000248
여왕	0.0000248
제외하면	0.0000248
제16대	0.0000248
마에다	0.0000248
휘하의	0.0000248
알려지게	0.0000248
2만	0.0000248
시상식	0.0000248
주립	0.0000248
시코쿠	0.0000248
Airport	0.0000248
수료	0.0000248
설명할	0.0000248
부분에서	0.0000248
자연스럽게	0.0000248
걸린	0.0000248
남기고	0.0000248
17대	0.0000248
56	0.0000248
도시에	0.0000248
책의	0.0000248
진행된	0.0000247
R.	0.0000247
중복	0.0000247
차원에서	0.0000247
구체적으로	0.0000247
구분된다.	0.0000247
꽃은	0.0000247
리눅스	0.0000247
바다의	0.0000247
투수가	0.0000247
역사의	0.0000247
에어버스	0.0000247
주민들은	0.0000247
2011년에	0.0000247
2의	0.0000247
시장에서	0.0000247
다니엘	0.0000247
때가	0.0000247
총리가	0.0000247
협상을	0.0000247
점수를	0.0000247
점,	0.0000247
이곳을	0.0000247
시간의	0.0000247
형태이다.	0.0000247
붕괴	0.0000247
왕위	0.0000247
들어갈	0.0000247
영의정	0.0000247
느낌을	0.0000246
저	0.0000246
준비	0.0000246
함께,	0.0000246
허리케인	0.0000246
때인	0.0000246
65	0.0000246
성공	0.0000246
분데스리가	0.0000246
수백	0.0000246
19대	0.0000246
사용자의	0.0000246
회장을	0.0000246
격렬한	0.0000246
주장에	0.0000246
연료	0.0000246
랭킹	0.0000246
집안의	0.0000246
품고	0.0000245
방문한	0.0000245
대표적	0.0000245
남북으로	0.0000245
(2002년)	0.0000245
MTV	0.0000245
인근의	0.0000245
전원이	0.0000245
수립	0.0000245
암살	0.0000245
누르고	0.0000245
조약에	0.0000245
빛나는	0.0000245
이루어지지	0.0000245
주도는	0.0000245
구하는	0.0000245
규모	0.0000245
얼굴	0.0000244
출전한	0.0000244
공격으로	0.0000244
스콧	0.0000244
규정	0.0000244
1997년에	0.0000244
아니라는	0.0000244
컬러	0.0000244
시대가	0.0000244
북위	0.0000244
지명	0.0000244
앤드	0.0000244
역사적인	0.0000244
《가요톱텐》	0.0000244
해상	0.0000244
독일이	0.0000244
안으로	0.0000244
않았지만,	0.0000244
그려진	0.0000244
주민들이	0.0000244
소리	0.0000244
가온	0.0000244
독립운동가	0.0000244
기업이다.	0.0000244
확실한	0.0000244
홍보	0.0000244
누이	0.0000244
도입된	0.0000243
연재	0.0000243
총장	0.0000243
인조	0.0000243
왕립	0.0000243
성이	0.0000243
동명의	0.0000243
사거리	0.0000243
미래의	0.0000243
음반을	0.0000243
예이다.	0.0000243
집권	0.0000243
넣고	0.0000243
《더	0.0000243
목표는	0.0000243
9일에	0.0000243
대학교에	0.0000243
7.	0.0000243
독립적인	0.0000243
지배	0.0000243
마을버스	0.0000243
하늘을	0.0000242
인공	0.0000242
비판하였다.	0.0000242
시즌의	0.0000242
한스	0.0000242
영화배우	0.0000242
오렌지	0.0000242
고위	0.0000242
22일)	0.0000242
축제	0.0000242
삼국	0.0000242
단어는	0.0000242
보게	0.0000242
경희대학교	0.0000242
사전에	0.0000242
57	0.0000242
표면	0.0000242
스트리트	0.0000242
종류	0.0000242
담당한다.	0.0000242
BS090	0.0000242
섬은	0.0000241
학생들은	0.0000241
2명의	0.0000241
받았으며	0.0000241
지지	0.0000241
세력은	0.0000241
탤런트	0.0000241
운전	0.0000241
부족	0.0000241
중앙위원회	0.0000241
열린다.	0.0000241
조정에	0.0000241
팬	0.0000241
예산	0.0000241
오늘	0.0000241
고시엔	0.0000241
긴키	0.0000241
시청	0.0000241
둥근	0.0000241
정원	0.0000241
공격하여	0.0000241
맞고	0.0000241
주위에	0.0000241
환경에서	0.0000241
따뜻한	0.0000241
모양이	0.0000241
결정한다.	0.0000240
관계없이	0.0000240
결정하였다.	0.0000240
돌을	0.0000240
DNA	0.0000240
하였는데,	0.0000240
90	0.0000240
고향인	0.0000240
알리는	0.0000240
점에	0.0000240
소련은	0.0000240
하드웨어	0.0000240
밝히고	0.0000240
마케도니아	0.0000240
제1	0.0000240
서초구	0.0000240
가면	0.0000240
동일하다.	0.0000240
무게	0.0000240
국무총리	0.0000240
선거를	0.0000240
것임을	0.0000240
장수	0.0000240
해상에서	0.0000240
승강장이	0.0000240
3위를	0.0000239
보유한	0.0000239
진출한	0.0000239
설치하여	0.0000239
궤도를	0.0000239
모은	0.0000239
제사를	0.0000239
중요하다.	0.0000239
대통령과	0.0000239
힘으로	0.0000239
끌었다.	0.0000239
설치한	0.0000239
되었다가	0.0000239
친	0.0000239
활발히	0.0000239
기간을	0.0000239
길고	0.0000239
형법	0.0000239
재위:	0.0000239
탄	0.0000238
낸다.	0.0000238
되었던	0.0000238
따라서는	0.0000238
수학자	0.0000238
18일)	0.0000238
크기를	0.0000238
제8회	0.0000238
산다.	0.0000238
없지만,	0.0000238
음악은	0.0000238
실시한	0.0000238
시켜	0.0000238
양식을	0.0000238
7일)	0.0000238
플래시	0.0000238
전인	0.0000238
마무리	0.0000238
이내에	0.0000238
점령한	0.0000238
나라가	0.0000238
유닛	0.0000238
공중	0.0000238
모델이	0.0000238
기준)이다.	0.0000238
운영을	0.0000237
시작되어	0.0000237
폭탄	0.0000237
신이	0.0000237
소문이	0.0000237
결혼하여	0.0000237
팀에서	0.0000237
{{에피소드	0.0000237
Ver.)	0.0000237
2012년에	0.0000237
행위	0.0000237
SK텔레콤	0.0000237
경기의	0.0000237
그들에게	0.0000237
진행하고	0.0000237
참가하는	0.0000237
구원	0.0000237
견해가	0.0000237
막	0.0000237
15일)	0.0000237
정이다.	0.0000237
따온	0.0000236
비하여	0.0000236
제9대	0.0000236
E.	0.0000236
주기	0.0000236
즉위한	0.0000236
드래프트에서	0.0000236
WCS	0.0000236
충돌	0.0000236
싸움을	0.0000236
미나미	0.0000236
서울에	0.0000236
학문을	0.0000236
뮤직비디오	0.0000236
정리한	0.0000236
규정을	0.0000236
광저우	0.0000236
번역	0.0000236
전체적인	0.0000236
프랑크푸르트	0.0000236
전주시	0.0000236
출연.	0.0000236
1950년대	0.0000236
개선	0.0000236
누나	0.0000236
사우스	0.0000236
없지만	0.0000236
4월부터	0.0000236
대회가	0.0000236
통틀어	0.0000236
공	0.0000236
내용에	0.0000236
실패한	0.0000236
이래로	0.0000236
생명을	0.0000236
05.	0.0000236
물론,	0.0000236
다중	0.0000236
없던	0.0000235
투수로	0.0000235
개막	0.0000235
외에는	0.0000235
증거가	0.0000235
키가	0.0000235
쇼트트랙	0.0000235
옛날	0.0000235
역사에	0.0000235
배가	0.0000235
도루	0.0000235
따른다.	0.0000235
날개	0.0000235
분포한다.	0.0000235
1992	0.0000235
주어진다.	0.0000235
취하고	0.0000235
펜실베이니아	0.0000235
실시하는	0.0000235
센고쿠	0.0000235
1명	0.0000235
민주주의	0.0000235
연구의	0.0000235
것이므로	0.0000235
FA	0.0000235
수행	0.0000235
동영상	0.0000235
자체의	0.0000235
막부의	0.0000235
해양	0.0000235
있으면서	0.0000235
싸우는	0.0000235
신체	0.0000235
2005.	0.0000235
북	0.0000234
you	0.0000234
사용되지	0.0000234
생각한다.	0.0000234
부분으로	0.0000234
때문이라고	0.0000234
황제로	0.0000234
상관없이	0.0000234
이승만의	0.0000234
함경남도	0.0000234
배틀	0.0000234
부회장	0.0000234
각지에서	0.0000234
달성했다.	0.0000234
24일)	0.0000234
군대에	0.0000234
임시정부	0.0000234
라운드	0.0000234
AC	0.0000234
적고	0.0000234
누구나	0.0000234
제도는	0.0000234
사태가	0.0000234
투표	0.0000234
나선	0.0000234
행위는	0.0000234
L.	0.0000234
수도인	0.0000234
논란을	0.0000234
31일에	0.0000233
클럽의	0.0000233
값이	0.0000233
500	0.0000233
남자의	0.0000233
모험	0.0000233
일으킬	0.0000233
제7대	0.0000233
경찰이	0.0000233
운행하고	0.0000233
정치에	0.0000233
말미암아	0.0000233
입력	0.0000233
로얄미디	0.0000233
관직에	0.0000233
마스터	0.0000233
종래의	0.0000233
무조건	0.0000233
주연을	0.0000233
교회를	0.0000233
경제의	0.0000233
기여를	0.0000233
GHz	0.0000233
이용된다.	0.0000233
알렉산드르	0.0000233
산업의	0.0000233
동생인	0.0000233
이글스	0.0000233
그러다가	0.0000233
간토	0.0000233
치열한	0.0000233
포르투갈의	0.0000233
작성한	0.0000233
3세는	0.0000233
전반에	0.0000233
단어	0.0000233
쾌속	0.0000233
같은해	0.0000233
인터뷰	0.0000232
사용하기도	0.0000232
1995년에	0.0000232
La	0.0000232
먹을	0.0000232
어렸을	0.0000232
동안의	0.0000232
기초	0.0000232
한다	0.0000232
바다에	0.0000232
우승한	0.0000232
달리는	0.0000232
꽃이	0.0000232
정신	0.0000232
질량	0.0000232
않아도	0.0000232
아빠	0.0000232
존재할	0.0000232
과정이	0.0000232
회사인	0.0000232
유지하는	0.0000232
원수	0.0000232
(이	0.0000232
맺은	0.0000232
조건	0.0000232
타인의	0.0000232
어워즈	0.0000232
기간은	0.0000231
되는데	0.0000231
2명	0.0000231
()는	0.0000231
학생들을	0.0000231
난을	0.0000231
병을	0.0000231
130	0.0000231
제기되었다.	0.0000231
무소속	0.0000231
”	0.0000231
문과에	0.0000231
건물로	0.0000231
가격	0.0000231
가져왔다.	0.0000231
살았던	0.0000231
서울로	0.0000231
아니며,	0.0000231
조건이	0.0000231
아일랜드의	0.0000231
라이언	0.0000231
화요일	0.0000231
웨일스	0.0000231
재즈	0.0000231
저명한	0.0000231
복합	0.0000231
58	0.0000231
도로이다.	0.0000231
하얀	0.0000231
그룹이다.	0.0000231
가토	0.0000231
SF	0.0000231
75	0.0000230
몸의	0.0000230
화를	0.0000230
히어로즈	0.0000230
(3주	0.0000230
프로이센	0.0000230
받고,	0.0000230
사카이	0.0000230
제국에	0.0000230
이해할	0.0000230
쌓은	0.0000230
춤을	0.0000230
바꿀	0.0000230
이승만은	0.0000230
T.	0.0000230
미치지	0.0000230
조성	0.0000230
영화가	0.0000230
열심히	0.0000230
변화	0.0000230
전공	0.0000230
과거에는	0.0000230
말해	0.0000229
이어진다.	0.0000229
수소	0.0000229
선발로	0.0000229
장관을	0.0000229
왕가의	0.0000229
바르셀로나	0.0000229
Video	0.0000229
마을에	0.0000229
도입하였다.	0.0000229
해결하기	0.0000229
이탈리아,	0.0000229
시장을	0.0000229
음식	0.0000229
(2003년)	0.0000229
대의	0.0000229
미사일을	0.0000229
6회	0.0000229
차이로	0.0000229
모습은	0.0000229
편에	0.0000229
협주곡	0.0000229
논문	0.0000229
트윈스	0.0000229
아마	0.0000229
인상을	0.0000229
가문은	0.0000229
표현할	0.0000229
덴마크의	0.0000229
중심에	0.0000229
출신인	0.0000229
권력	0.0000229
상처를	0.0000229
주재	0.0000229
기술,	0.0000229
1996년에	0.0000228
귀중한	0.0000228
주교	0.0000228
자본주의	0.0000228
성장을	0.0000228
놀라운	0.0000228
고등학교를	0.0000228
방면으로	0.0000228
결론을	0.0000228
말하며,	0.0000228
투표를	0.0000228
패배를	0.0000228
가격이	0.0000228
John	0.0000228
년에	0.0000228
n	0.0000228
1996.	0.0000228
○	0.0000228
개봉	0.0000228
앨범인	0.0000228
혼란을	0.0000228
이용해서	0.0000228
소닉	0.0000228
멤버가	0.0000227
가고	0.0000227
편의	0.0000227
시즌2	0.0000227
넓게	0.0000227
가:	0.0000227
2학급	0.0000227
최연소	0.0000227
의혹을	0.0000227
7대	0.0000227
출전했다.	0.0000227
이전하였다.	0.0000227
운용	0.0000227
고려하여	0.0000227
높게	0.0000227
68	0.0000227
승점	0.0000227
생각이	0.0000227
의학	0.0000227
협정을	0.0000227
득표수	0.0000227
언론에	0.0000227
익스프레스	0.0000227
있는지	0.0000227
해마다	0.0000227
가입	0.0000227
행하는	0.0000227
보이며	0.0000227
원을	0.0000227
올리는	0.0000227
기념하여	0.0000226
일시	0.0000226
가정	0.0000226
러시아는	0.0000226
3세의	0.0000226
드물게	0.0000226
주위의	0.0000226
인터내셔널	0.0000226
산하에	0.0000226
미시시피	0.0000226
날이	0.0000226
…	0.0000226
모인	0.0000226
특별기획	0.0000226
행성이	0.0000226
《MBC	0.0000226
내용이다.	0.0000226
온타리오	0.0000226
없어서	0.0000226
따	0.0000226
4시	0.0000226
페르시아	0.0000226
3개월	0.0000226
보인	0.0000226
영국에	0.0000226
주도로	0.0000226
8일)	0.0000226
2호선	0.0000226
반도의	0.0000226
지어졌다.	0.0000226
낙선	0.0000226
20일)	0.0000226
기간이	0.0000225
10분	0.0000225
드디어	0.0000225
멕시코의	0.0000225
미시간	0.0000225
보도	0.0000225
모두를	0.0000225
3일)	0.0000225
방법에	0.0000225
밀라노	0.0000225
이끌어	0.0000225
기존에	0.0000225
이름에서	0.0000225
개칭되었다.	0.0000225
게임에	0.0000225
니콜라이	0.0000225
아들:	0.0000225
사용하면	0.0000224
전했다.	0.0000224
장편	0.0000224
목사	0.0000224
신호	0.0000224
건설되었다.	0.0000224
뒤이어	0.0000224
극본	0.0000224
오디션	0.0000224
형성되어	0.0000224
현재)	0.0000224
와세다	0.0000224
두개의	0.0000224
1993	0.0000224
문제와	0.0000224
프랑스가	0.0000224
영조	0.0000224
부분적으로	0.0000224
기준을	0.0000224
59	0.0000224
일대에	0.0000224
신입생	0.0000224
보컬,	0.0000224
상황	0.0000224
패한	0.0000224
제치고	0.0000224
부문에서	0.0000224
공무원	0.0000224
테스트	0.0000224
금메달	0.0000224
기억	0.0000224
컴퓨터의	0.0000224
아트	0.0000224
아무것도	0.0000224
인류의	0.0000224
숫자	0.0000224
자바	0.0000224
왕국을	0.0000224
호평을	0.0000224
지냈으며,	0.0000224
안에는	0.0000223
영웅	0.0000223
믿는	0.0000223
개인적인	0.0000223
0.0	0.0000223
건설을	0.0000223
역사와	0.0000223
개소	0.0000223
작가의	0.0000223
8.	0.0000223
No.	0.0000223
14년	0.0000223
SS	0.0000223
고토	0.0000223
대한항공	0.0000223
공이	0.0000223
보일	0.0000223
플랫폼	0.0000223
단식	0.0000223
일화	0.0000223
작업에	0.0000223
경쟁을	0.0000223
막는	0.0000223
USS	0.0000223
기지	0.0000223
자세히	0.0000223
경계	0.0000223
딸로	0.0000223
상대의	0.0000223
출신으로,	0.0000223
것들이	0.0000223
프랑스에	0.0000223
취임했다.	0.0000223
후임으로	0.0000223
소프트웨어를	0.0000223
결정된다.	0.0000223
음악에	0.0000223
타이거즈	0.0000223
프리미어	0.0000223
여자》	0.0000223
61	0.0000222
이라고	0.0000222
2일)	0.0000222
영원한	0.0000222
흘러	0.0000222
반야	0.0000222
제2	0.0000222
1930년대	0.0000222
맞은	0.0000222
바이올린	0.0000222
표면에	0.0000222
크림	0.0000222
요새를	0.0000222
16세기	0.0000222
서방	0.0000222
약칭	0.0000222
연결된다.	0.0000222
별개의	0.0000222
용도로	0.0000222
100m	0.0000222
항의	0.0000222
제공)	0.0000222
법인	0.0000222
크로스	0.0000222
그리스어	0.0000222
가지로	0.0000222
허가를	0.0000222
서귀포시	0.0000222
캠퍼스	0.0000222
엔진은	0.0000222
표현	0.0000222
딸이다.	0.0000222
별명이	0.0000221
설명했다.	0.0000221
재단법인	0.0000221
진화	0.0000221
M.net	0.0000221
예전에	0.0000221
광둥	0.0000221
것은,	0.0000221
연결되는	0.0000221
의혹이	0.0000221
포기하고	0.0000221
데서	0.0000221
완료	0.0000221
동국대학교	0.0000221
가족은	0.0000221
스위스의	0.0000221
단독으로	0.0000221
제시한	0.0000221
승객	0.0000221
23일)	0.0000221
가로	0.0000221
석	0.0000221
가수로	0.0000221
등장하였다.	0.0000220
클럽은	0.0000220
크로아티아	0.0000220
제10회	0.0000220
vocal	0.0000220
황금	0.0000220
실내	0.0000220
갈수록	0.0000220
생긴다.	0.0000220
생겨난	0.0000220
상황은	0.0000220
지도를	0.0000220
실시간	0.0000220
그레고리오	0.0000220
가상의	0.0000220
주력	0.0000220
화성	0.0000220
역임한	0.0000220
코너	0.0000220
산인	0.0000220
장을	0.0000220
선수들의	0.0000220
차례의	0.0000220
제1대	0.0000220
고양이	0.0000220
플레이어	0.0000220
국가지원지방도	0.0000220
최상위	0.0000220
1994년에	0.0000220
1990년에	0.0000220
공간이	0.0000220
이룬	0.0000220
실려	0.0000220
폐지하고	0.0000220
순위를	0.0000220
산타	0.0000220
로빈	0.0000220
캐릭터를	0.0000220
로얄시티	0.0000220
66	0.0000219
처	0.0000219
6대	0.0000219
컴퓨터를	0.0000219
한국을	0.0000219
전역에	0.0000219
사이버	0.0000219
끝	0.0000219
중요성을	0.0000219
%	0.0000219
후지와라	0.0000219
시미즈	0.0000219
물질이	0.0000219
제휴	0.0000219
퍼져	0.0000219
낮	0.0000219
물질	0.0000219
오로지	0.0000219
당일	0.0000219
발	0.0000219
2년간	0.0000219
느낀	0.0000219
장인	0.0000219
한국은	0.0000219
호쿠리쿠	0.0000219
자신들이	0.0000219
Code	0.0000219
헬로!	0.0000219
성립한다.	0.0000219
바람의	0.0000219
산이	0.0000219
관해서는	0.0000219
물체의	0.0000219
63	0.0000218
하나였다.	0.0000218
로스	0.0000218
LOVE	0.0000218
드문	0.0000218
설명한다.	0.0000218
미래	0.0000218
스미스	0.0000218
연합군의	0.0000218
브라더스	0.0000218
엔진이	0.0000218
월드컵에	0.0000218
수행한다.	0.0000218
프랑수아	0.0000218
제3차	0.0000218
제15대	0.0000218
하트	0.0000218
사항을	0.0000218
1위로	0.0000217
제주도	0.0000217
무대를	0.0000217
예능	0.0000217
합친	0.0000217
되도록	0.0000217
제8대	0.0000217
과학의	0.0000217
친구인	0.0000217
이긴	0.0000217
J	0.0000217
거쳐,	0.0000217
위험을	0.0000217
가짜	0.0000217
띠고	0.0000217
레이저	0.0000217
보호하기	0.0000217
BC	0.0000217
한국전쟁	0.0000217
동일하게	0.0000217
06.	0.0000217
캐릭터가	0.0000217
뉴욕의	0.0000217
1라운드	0.0000217
막부	0.0000217
케네디	0.0000217
임명	0.0000217
3남	0.0000217
합병	0.0000217
못했고,	0.0000217
진주시	0.0000217
A의	0.0000217
읽는	0.0000216
시즌,	0.0000216
14일)	0.0000216
하도록	0.0000216
씨	0.0000216
3)	0.0000216
대단히	0.0000216
선으로	0.0000216
선임되었다.	0.0000216
임대	0.0000216
상에서	0.0000216
1993년에	0.0000216
평화를	0.0000216
1층	0.0000216
10일)	0.0000216
부대가	0.0000216
켄	0.0000216
우려가	0.0000216
활약했다.	0.0000216
Korea	0.0000216
진행하는	0.0000216
(일본)	0.0000216
위치로	0.0000216
{{!}}	0.0000216
드러났다.	0.0000216
색을	0.0000216
나라에	0.0000216
독일에	0.0000216
이전부터	0.0000216
전국의	0.0000216
지미	0.0000216
보도했다.	0.0000216
해가	0.0000216
비행기	0.0000216
적색	0.0000216
특별상	0.0000216
실린	0.0000215
재판을	0.0000215
24시간	0.0000215
북미	0.0000215
지키기	0.0000215
앨리스	0.0000215
해제,	0.0000215
인간은	0.0000215
제작을	0.0000215
분위기를	0.0000215
강하다.	0.0000215
규모는	0.0000215
화성시	0.0000215
